PR URL,PR Title,PR createdAt,PR mergedAt,PR state,stars,fork,collaborators,language
https://github.com/pokt-network/poktroll/pull/284,[Configs] Add foundation for RelayMiner operation configs.,2023-12-19T06:21:38Z,2024-01-04T20:58:04Z,MERGED,15,False,9,Go
https://github.com/pokt-network/poktroll/pull/220,[Off-Chain] Add `EventsReplayClient` Generic Event Listener for `BlockClient` and `DelegationClient`,2023-11-23T21:52:18Z,2023-12-07T21:57:39Z,MERGED,15,False,9,Go
https://github.com/pokt-network/poktroll/pull/185,[Supplier] feat: Add staking flag and config parser,2023-11-14T16:29:14Z,2023-11-20T23:30:16Z,MERGED,15,False,9,Go
https://github.com/poki/netlib/pull/50,Postgress doesn't support LIMIT in DELETE,2023-08-21T13:24:13Z,2023-08-21T13:30:48Z,MERGED,29,False,8,Go
https://github.com/plausible/analytics/pull/3921,Include domain and dates in zip archive filename,2024-03-21T04:07:51Z,2024-03-21T10:35:42Z,MERGED,19054,False,100,Elixir
https://github.com/plausible/analytics/pull/3905,make robots.txt restrictive by default,2024-03-17T05:47:25Z,2024-03-19T11:07:30Z,MERGED,19054,False,100,Elixir
https://github.com/pass-culture/pass-culture-main/pull/9227,(PC-25708)[API] fix: handle duplication during offer creation/edition,2023-11-20T16:00:16Z,2023-11-27T16:23:43Z,MERGED,141,False,100,Python
https://github.com/pass-culture/pass-culture-app-native/pull/5423,(PC-23726) feat(location): add a location widget in search bar,2023-10-10T15:22:56Z,2023-10-13T07:56:48Z,MERGED,63,False,79,TypeScript
https://github.com/osmosis-labs/osmosis-frontend/pull/1936,Web worker router (multi threading),2023-07-31T03:41:00Z,2023-08-04T01:38:26Z,MERGED,214,False,100,JavaScript
https://github.com/ory/elements/pull/171,fix: disable button on submit,2023-12-13T07:47:34Z,2023-12-13T09:17:58Z,MERGED,84,False,28,TypeScript
https://github.com/openwallet-foundation/credo-ts/pull/1754,test: some improvements,2024-02-12T07:56:57Z,2024-02-14T05:09:41Z,MERGED,248,False,65,TypeScript
https://github.com/opensearch-project/opensearch-migrations/pull/297,Add MetricsLogger to the Capture Proxy,2023-09-07T05:39:59Z,2023-09-08T22:06:09Z,MERGED,31,False,18,Java
https://github.com/openai/evals/pull/771,"for lack of a better name, ""gpt protocol buffers""",2023-04-23T11:52:34Z,2023-06-08T21:14:17Z,MERGED,14370,False,100,Python
https://github.com/openai/evals/pull/1083,[Eval] Viewport to grid size,2023-06-02T02:53:27Z,2023-07-04T02:05:57Z,MERGED,14370,False,100,Python
https://github.com/open-learning-exchange/myplanet/pull/2234,adding more Spanish to strings (fixes #2233),2023-07-20T16:03:45Z,2023-07-24T10:37:09Z,MERGED,23,False,37,Kotlin
https://github.com/open-learning-exchange/myplanet/pull/2232,adding Arabic to strings (fixes #2219),2023-07-20T15:56:34Z,2023-07-24T11:44:31Z,MERGED,23,False,37,Kotlin
https://github.com/open-learning-exchange/myplanet/pull/2231,adding Somali to strings (fixes #2218) ,2023-07-20T15:42:24Z,2023-07-24T11:03:58Z,MERGED,23,False,37,Kotlin
https://github.com/open-learning-exchange/myplanet/pull/2230,adding Nepali to strings (fixes #2217),2023-07-20T14:39:08Z,2023-07-24T11:15:05Z,MERGED,23,False,37,Kotlin
https://github.com/open-learning-exchange/myplanet/pull/2229,adding French to strings (fixes #2216),2023-07-20T14:16:56Z,2023-07-24T10:20:08Z,MERGED,23,False,37,Kotlin
https://github.com/nylas/nylas-python/pull/279,Add support for free-busy endpoint,2023-10-02T23:35:45Z,2023-10-10T21:34:08Z,MERGED,100,False,50,Python
https://github.com/nishiki-tech/nishiki-frontend/pull/271,Feature: Apply a correct link to the back button of each page,2024-02-26T23:34:49Z,2024-02-29T03:15:06Z,MERGED,17,False,10,TypeScript
https://github.com/nishiki-tech/nishiki-frontend/pull/223,Feat: Create `RenameGroupForm` ,2024-02-06T20:20:27Z,2024-02-14T18:23:16Z,MERGED,17,False,10,TypeScript
https://github.com/nishiki-tech/nishiki-frontend/pull/184,Feat : Create checkbox component,2024-01-13T07:17:47Z,2024-01-17T20:39:01Z,MERGED,17,False,10,TypeScript
https://github.com/nickbabcock/OhmGraphite/pull/379,HTTPS support for Prometheus Exporter,2023-06-19T23:46:30Z,2023-07-06T21:55:02Z,MERGED,398,False,10,C#
https://github.com/netket/netket/pull/1631,Don't require models to support more than 1 batch axis,2023-11-02T12:58:29Z,2023-11-06T17:05:21Z,MERGED,520,False,69,Python
https://github.com/netdata/netdata/pull/15485,Add a machine distinct id to analytics,2023-07-21T12:31:47Z,2023-07-24T18:00:27Z,MERGED,69512,False,100,C
https://github.com/netdata/netdata/pull/15455,readme: reorder cols in whats new and add links,2023-07-19T20:06:21Z,2023-07-25T11:15:41Z,MERGED,69512,False,100,C
https://github.com/ndsev/erdblick/pull/90,"Snapshot candidate: ERD-27, ERD-69, ERD-70, ERD-71, ERD-76, ERD-77",2024-02-09T08:04:03Z,2024-03-06T12:00:17Z,MERGED,10,False,7,C
https://github.com/nbd-wtf/nostr-tools/pull/241,nip19: use template literal types,2023-07-02T02:41:22Z,2023-07-02T17:22:05Z,MERGED,650,False,77,TypeScript
https://github.com/mongo-express/mongo-express-docker/pull/93,Added multi-variant support,2023-09-28T18:09:08Z,2023-10-02T16:39:22Z,MERGED,198,False,20,Shell
https://github.com/monarch-initiative/oai-monarch-plugin/pull/39,"basic sim search implemented, gene and disease queries only",2023-06-23T16:25:01Z,2023-06-23T16:25:19Z,MERGED,13,False,4,Python
https://github.com/mlflow/mlflow/pull/9991,Gateway dependency,2023-10-18T08:24:38Z,2023-10-19T05:10:54Z,MERGED,17902,False,100,Python
https://github.com/mindee/doctr/pull/1205,[Feat] Add PARSeq model TF and PT,2023-05-30T08:07:05Z,2023-06-15T10:53:56Z,MERGED,3345,False,47,Python
https://github.com/microsoft/autogen/pull/1982,AutoDefense Blog,2024-03-12T21:34:15Z,2024-03-30T21:33:20Z,MERGED,28304,False,100,Jupyter Notebook
https://github.com/meta-llama/llama-recipes/pull/279,Llama 2 On-Prem Inference Using vLLM and TGI,2023-11-01T00:41:16Z,2023-11-06T22:14:13Z,MERGED,10419,False,80,Jupyter Notebook
https://github.com/memfault/interrupt/pull/469,publish: eoss recap 2024,2024-05-08T18:48:39Z,2024-05-09T02:23:02Z,MERGED,454,False,80,C
https://github.com/mdn/content/pull/30321,Packets goes _between_ server and client,2023-11-16T23:40:59Z,2023-11-17T05:50:24Z,MERGED,8983,False,100,Markdown
https://github.com/mdn/content/pull/27070,chore(CI): disable prettier check on pull requests,2023-05-31T14:29:05Z,2023-07-24T13:33:44Z,MERGED,8983,False,100,Markdown
https://github.com/maybe-finance/maybe/pull/228,feat: add `/securities` route to get all securities to display to the user ,2024-01-25T18:58:16Z,2024-02-02T14:50:53Z,MERGED,28741,False,61,Ruby
https://github.com/marqo-ai/marqo/pull/670,Embedding similarity uses closeness max function,2023-12-18T07:22:02Z,2023-12-20T23:25:55Z,MERGED,4324,False,33,Python
https://github.com/linexjlin/GPTs/pull/48,Create Pepegen.md,2023-12-19T16:33:17Z,2023-12-20T04:22:23Z,MERGED,27757,False,33,
https://github.com/linexjlin/GPTs/pull/43,"feat: add ""tsDoc Generator""",2023-12-14T02:57:19Z,2023-12-14T05:20:22Z,MERGED,27757,False,33,
https://github.com/linexjlin/GPTs/pull/41,Update YT Summarizer prompt,2023-12-13T04:18:32Z,2023-12-13T13:23:06Z,MERGED,27757,False,33,
https://github.com/lightward/mechanic-tasks/pull/282,Mark incoming orders automatically Ready For Pick Up,2023-09-26T02:45:00Z,2023-09-26T02:46:24Z,MERGED,62,False,14,JavaScript
https://github.com/lfortran/lfortran/pull/2446,Introduce and implement `--legacy-array-sections`,2023-09-18T08:01:05Z,2023-09-20T05:20:52Z,MERGED,904,False,86,C++
https://github.com/ldez/tagliatelle/pull/22,"Add ""toml"" tag in README",2023-10-03T10:12:29Z,2023-10-03T15:42:16Z,MERGED,47,False,7,Go
https://github.com/lcompilers/lpython/pull/2323,[small] tidy up warnings,2023-09-13T05:58:32Z,2023-09-15T19:56:17Z,MERGED,1413,False,77,C++
https://github.com/latitude-dev/latitude/pull/20,Run queries from queries,2024-02-14T09:48:01Z,2024-02-14T14:35:10Z,MERGED,771,False,8,TypeScript
https://github.com/langroid/langroid/pull/301,support neo4j to make query and write to a DB,2023-11-16T22:59:05Z,2024-01-16T22:08:29Z,MERGED,1968,False,16,Python
https://github.com/lamalab-org/chem-bench/pull/93,paraphrase,2023-11-28T12:16:12Z,2023-12-04T11:47:45Z,MERGED,37,False,12,Jupyter Notebook
https://github.com/lamalab-org/chem-bench/pull/59,add US olympiad,2023-10-10T20:12:09Z,2023-10-10T20:43:00Z,MERGED,37,False,12,Jupyter Notebook
https://github.com/lamalab-org/chem-bench/pull/52,more olympiad questions,2023-10-05T11:08:55Z,2023-10-05T13:10:06Z,MERGED,37,False,12,Jupyter Notebook
https://github.com/kube-hetzner/terraform-hcloud-kube-hetzner/pull/1091,add option to enable or disable k3s local-storage controller,2023-11-09T17:29:58Z,2023-11-24T16:22:02Z,MERGED,2006,False,100,HCL
https://github.com/konfuzio-ai/konfuzio-sdk/pull/296,Changed: Paragraph and Sentence Tokenizer Documentation,2023-05-16T21:33:38Z,2023-07-06T20:46:27Z,MERGED,58,False,25,Jupyter Notebook
https://github.com/kolibril13/ipyMolecularNodes/pull/1,switch to pypi version of MolecularNodes,2023-09-28T06:54:15Z,2023-09-28T08:31:04Z,MERGED,52,False,2,Jupyter Notebook
https://github.com/jxnl/instructor/pull/186,improve documentation Readme,2023-11-16T00:05:22Z,2023-11-16T00:14:49Z,MERGED,6628,False,100,Python
https://github.com/jsdom/jsdom/pull/3644,Proposal: New CSS selector engine for jsdom,2023-12-23T15:13:03Z,2024-01-07T12:26:06Z,MERGED,20199,False,100,JavaScript
https://github.com/joke2k/faker/pull/1988,Consistent error handling for mis-ordered start-dates and end-dates,2024-02-06T19:50:33Z,2024-02-06T22:16:45Z,MERGED,17348,False,100,Python
https://github.com/jhipster/generator-jhipster/pull/22429,feat : Upgrade keycloak 21.x ,2023-06-05T20:55:35Z,2023-06-08T21:53:56Z,MERGED,21330,False,100,TypeScript
https://github.com/inculi/Sue/pull/54,Add is_ignored to Models.Chat,2023-10-22T21:41:19Z,2023-10-22T21:41:32Z,MERGED,25,False,7,Elixir
https://github.com/hashintel/hash/pull/4063,"H-2095, H-2096: Add API endpoints, OAuth2 access flow for custom GPT",2024-02-20T15:17:46Z,2024-02-22T13:18:47Z,MERGED,997,False,48,TypeScript
https://github.com/hacktoberfestkorea/hacktoberfestkorea/pull/241,Create add_hacktoberfest_tag github action,2023-10-15T05:03:18Z,2023-10-15T05:17:28Z,MERGED,70,False,100,HTML
https://github.com/hackforla/CivicTechJobs/pull/477,Fix mkdocs deployment,2023-11-07T22:51:11Z,2023-11-08T00:30:25Z,MERGED,18,False,20,TypeScript
https://github.com/groundlight/python-sdk/pull/142,Removed `/python-sdk/` as the docs' base URL ,2023-12-13T18:30:50Z,2023-12-13T22:23:25Z,MERGED,43,False,22,Python
https://github.com/gravitational/teleport/pull/19316,tsh: Implement puttyconfig command to add saved PuTTY sessions to Windows registry,2022-12-13T04:41:29Z,2023-07-05T18:11:45Z,MERGED,17002,False,100,Go
https://github.com/gradle/gradle/pull/26792,Use an immutable workspace for all non-incremental transforms,2023-10-20T12:00:07Z,2023-11-02T22:28:45Z,MERGED,16388,False,100,Groovy
https://github.com/gradio-app/gradio/pull/7918,ensure entire dropdown is clickable,2024-04-02T23:16:37Z,2024-04-08T17:06:14Z,MERGED,30856,False,100,Python
https://github.com/gradio-app/gradio/pull/5179,Fixes audio streaming issues,2023-08-10T22:35:45Z,2023-08-11T17:16:30Z,MERGED,30856,False,100,Python
https://github.com/globalbibletools/gbt/pull/114,docs: Organize routes with tags,2023-06-27T23:46:08Z,2023-06-28T03:16:59Z,MERGED,15,False,4,TypeScript
https://github.com/githubdoe/DFTFringe/pull/52,fix some compilation warnings [-Wunused,2023-07-22T16:07:27Z,2023-07-25T23:19:14Z,MERGED,154,False,6,C++
https://github.com/ggerganov/llama.cpp/pull/1807,Metal implementation for all k_quants,2023-06-11T20:41:33Z,2023-06-12T19:39:21Z,MERGED,61498,False,100,C++
https://github.com/ggerganov/llama.cpp/pull/1775,metal : faster q40,2023-06-09T07:32:43Z,2023-06-09T07:39:59Z,MERGED,61498,False,100,C++
https://github.com/ggerganov/llama.cpp/pull/1684,k-quants,2023-06-03T15:24:31Z,2023-06-05T19:56:19Z,MERGED,61498,False,100,C++
https://github.com/g12-4soat/tech-lanches/pull/66,criando arquivos do k8s + shell de execução unificado,2023-11-20T22:01:37Z,2023-11-24T00:45:20Z,MERGED,10,False,7,C#
https://github.com/fscarmen2/Argo-Nezha-Service-Container/pull/23,feat: clear history to optimze repo size,2023-06-14T04:41:06Z,2023-06-15T02:13:06Z,MERGED,570,False,6,Shell
https://github.com/fr0gger/Awesome-GPT-Agents/pull/27,Add impacketGPT in README.md,2023-11-15T16:52:42Z,2023-11-15T21:50:05Z,MERGED,4971,False,36,
https://github.com/formbricks/formbricks/pull/2351,feat: Video upload,2024-03-28T08:03:33Z,2024-04-05T04:46:15Z,MERGED,6028,False,100,TypeScript
https://github.com/formbricks/formbricks/pull/2100,fix: Rating issue fix,2024-02-19T11:37:42Z,2024-02-22T10:54:35Z,MERGED,6028,False,100,TypeScript
https://github.com/flyingsaucerproject/flyingsaucer/pull/277,simplify API for creating PDF,2024-02-28T07:23:20Z,2024-03-04T15:12:19Z,MERGED,1953,False,100,Java
https://github.com/firezone/firezone/pull/3621,feat(android): UI notification for reauth,2024-02-10T22:04:43Z,2024-03-30T18:15:25Z,MERGED,6478,False,46,Elixir
https://github.com/featureform/featureform/pull/1195,Register batch features,2023-12-04T14:47:01Z,2023-12-13T23:14:43Z,MERGED,1746,False,31,Jupyter Notebook
https://github.com/fcitx-contrib/fcitx5-macos/pull/113,use weak_ptr to avoid async uaf,2024-04-19T04:59:58Z,2024-04-19T07:24:18Z,MERGED,86,False,4,Swift
https://github.com/faker-js/faker/pull/2724,feat(locale): extend Uzbek locale for date and color,2024-03-07T07:53:45Z,2024-03-15T09:48:06Z,MERGED,12170,False,100,TypeScript
https://github.com/faker-js/faker/pull/2658,infra: use text eol=lf,2024-02-10T08:53:13Z,2024-02-11T00:57:01Z,MERGED,12170,False,100,TypeScript
https://github.com/faker-js/faker/pull/2405,ci: check mergable by label,2023-09-18T07:08:36Z,2023-09-20T13:39:39Z,MERGED,12170,False,100,TypeScript
https://github.com/faker-js/faker/pull/2230,feat(locale): add Esperanto,2023-07-01T00:40:42Z,2023-08-26T12:35:01Z,MERGED,12170,False,100,TypeScript
https://github.com/expo/expo/pull/27307,[router] fix router.push not pushing the same route multiple times,2024-02-27T05:26:14Z,2024-02-28T23:36:12Z,MERGED,31103,False,100,TypeScript
https://github.com/exa-labs/exa-py/pull/5,fixed incorrect description of type arg in metaphor.search,2023-08-26T21:17:35Z,2023-08-26T21:19:56Z,MERGED,73,False,9,Python
https://github.com/equinix/metal-cli/pull/405,"fix: Add cleanups in device,vlan and ports e2e tests to stabilise the CI pipeline",2023-12-11T20:48:11Z,2023-12-18T19:04:38Z,MERGED,58,False,45,Go
https://github.com/empirical-org/Empirical-Core/pull/11308,AGDR/ Configure Overview section,2023-12-05T22:07:43Z,2023-12-07T22:05:37Z,MERGED,25,False,100,Ruby
https://github.com/dust-tt/dust/pull/508,"Github connector (initial full sync, issues only)",2023-05-26T09:30:02Z,2023-06-06T09:48:37Z,MERGED,902,False,45,TypeScript
https://github.com/dragonflydb/dragonfly/pull/2153,fix(memcached): add length check for key values,2023-11-09T10:17:58Z,2023-11-20T12:37:30Z,MERGED,24539,False,100,C++
https://github.com/dotnet/aspire/pull/2949,Fix for invalid parameter names.,2024-03-16T06:36:24Z,2024-03-18T03:08:33Z,MERGED,3388,False,100,C#
https://github.com/dotCMS/core/pull/25432,[Issue 25281]: Build new custom tab navigation button menu,2023-07-06T15:28:20Z,2023-07-11T22:29:51Z,MERGED,805,False,100,Java
https://github.com/domeccleston/sharegpt/pull/30,fix: share button missing,2022-12-24T01:18:35Z,2022-12-24T01:48:58Z,MERGED,1717,False,11,TypeScript
https://github.com/devhatt/pet-dex-backend/pull/67,Listar pets do usuário #39,2024-01-09T17:58:47Z,2024-03-05T22:28:43Z,MERGED,43,False,21,Go
